Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM)
117.48604393005371,23.0,0.0,19.21,20.82,21.2,,21.2,-10.0
117.98767757415771,23.0,0.0,19.21,20.79,21.2,,21.2,-10.0
118.49027585983276,23.0,0.0,19.21,20.79,21.2,,21.2,-10.0
118.98114466667175,23.0,0.0,19.21,20.79,21.2,,21.2,-10.0
119.48981928825378,23.0,0.0,19.21,20.79,21.2,,21.2,-10.0
119.9869933128357,23.0,0.0,19.21,20.79,21.2,,21.2,-10.0
120.48333382606506,23.0,0.0,19.21,20.79,21.2,,21.2,-10.0
120.98988008499146,23.0,0.0,19.21,20.76,21.2,,21.2,-10.0
121.48968839645386,23.0,0.0,19.17,20.76,21.2,,21.2,-10.0
122.0017192363739,23.0,0.0,19.21,20.79,21.2,,21.2,-10.0
122.49945592880249,23.0,0.0,19.21,20.76,21.2,,21.2,-10.0
122.99072766304016,23.0,0.0,19.17,20.76,21.2,,21.2,-10.0
123.48950409889221,23.0,0.0,19.17,20.76,21.2,,21.2,-10.0
123.98901915550232,23.0,0.0,19.17,20.76,21.2,,21.2,-10.0
124.50233793258667,23.0,0.0,19.17,20.76,21.16,,21.16,-10.0
125.0050585269928,23.0,0.0,19.17,20.76,21.16,,21.16,-10.0
125.49824953079224,23.0,0.0,19.17,20.76,21.16,,21.16,-10.0
126.00260305404663,23.0,0.0,19.17,20.76,21.16,,21.16,-10.0
126.50640082359314,23.0,0.0,19.17,20.76,21.16,,21.16,-10.0
127.01122689247131,23.0,0.0,19.17,20.76,21.16,,21.16,-10.0
127.5169825553894,23.0,0.0,19.17,20.76,21.16,,21.16,-10.0
128.00592756271362,23.0,0.0,19.17,20.76,21.16,,21.16,-10.0
128.50956058502197,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
128.9977970123291,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
129.51924777030945,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
130.02163767814636,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
130.51657938957214,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
131.0208044052124,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
131.52213978767395,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
132.01766562461853,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
132.52295398712158,23.0,0.0,19.17,20.72,21.13,,21.13,-10.0
133.02089166641235,23.0,0.0,19.17,20.72,21.13,,21.13,-10.0
133.53416895866394,23.0,0.0,19.17,20.72,21.13,,21.13,-10.0
134.02082705497742,23.0,0.0,19.17,20.72,21.16,,21.16,-10.0
134.5267584323883,23.0,0.0,19.17,20.72,21.13,,21.13,-10.0
135.01634645462036,23.0,0.0,19.17,20.72,21.13,,21.13,-10.0
135.52776503562927,23.0,0.0,19.12,20.72,21.13,,21.13,-10.0
